ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
тахал	тахалтай	тахал-тай	N-COM;SG	59
холбоос	холбоосыг	холбоос-ыг	N-ACC;SG	2008
холбоос	холбоосоор	холбоос-оор	N-INS;SG	1841
холбоос	холбоостой	холбоос-той	N-COM;SG	237
холбоос	холбоосоо	холбоос-оо	N-VOC;SG	44
сайд	сайдын	сайд-ын	N-GEN;SG	60160
сайд	сайдыг	сайд-ыг	N-ACC;SG	11709
сайд	сайдаас	сайд-аас	N-ABL;SG	2649
сайд	сайдаар	сайд-аар	N-INS;SG	14416
сайд	сайдтай	сайд-тай	N-COM;SG	4001
сайд	сайдаа	сайд-аа	N-VOC;SG	2031
хэвлэл	хэвлэлийн	хэвлэл-ийн	N-GEN;SG	26858
хэвлэл	хэвлэлд	хэвлэл-д	N-DAT;SG	4590
хэвлэл	хэвлэлийг	хэвлэл-ийг	N-ACC;SG	602
хэвлэл	хэвлэлээс	хэвлэл-ээс	N-ABL;SG	346
хэвлэл	хэвлэлээр	хэвлэл-ээр	N-INS;SG	2836
хэвлэл	хэвлэлтэй	хэвлэл-тэй	N-COM;SG	142
хэвлэл	хэвлэлээ	хэвлэл-ээ	N-VOC;SG	70
багтраа	багтрааг	багтраа-г	N-ACC;SG	3
багтраа	багтраатай	багтраа-тай	N-COM;SG	28
хөтлөгч	хөтлөгчийн	хөтлөгч-ийн	N-GEN;SG	297
хөтлөгч	хөтлөгчийг	хөтлөгч-ийг	N-ACC;SG	84
хөтлөгч	хөтлөгчөөс	хөтлөгч-өөс	N-ABL;SG	28
хөтлөгч	хөтлөгчөөр	хөтлөгч-өөр	N-INS;SG	314
хөтлөгч	хөтлөгчтэй	хөтлөгч-тэй	N-COM;SG	191
хөтлөгч	хөтлөгчөө	хөтлөгч-өө	N-VOC;SG	16
ангилал	ангилалд	ангилал-д	N-DAT;SG	7960
ангилал	ангилалтай	ангилал-тай	N-COM;SG	611
төрөл	төрөлд	төрөл-д	N-DAT;SG	11550
төрөл	төрөлтэй	төрөл-тэй	N-COM;SG	1055
хэрүүл	хэрүүлийн	хэрүүл-ийн	N-GEN;SG	632
хэрүүл	хэрүүлд	хэрүүл-д	N-DAT;SG	133
хэрүүл	хэрүүлийг	хэрүүл-ийг	N-ACC;SG	179
хэрүүл	хэрүүлээс	хэрүүл-ээс	N-ABL;SG	188
хэрүүл	хэрүүлээр	хэрүүл-ээр	N-INS;SG	53
хэрүүл	хэрүүлтэй	хэрүүл-тэй	N-COM;SG	144
хэрүүл	хэрүүлээ	хэрүүл-ээ	N-VOC;SG	134
дүүргэлт	дүүргэлтийн	дүүргэлт-ийн	N-GEN;SG	184
дүүргэлт	дүүргэлтийг	дүүргэлт-ийг	N-ACC;SG	77
дүүргэлт	дүүргэлтээс	дүүргэлт-ээс	N-ABL;SG	17
дүүргэлт	дүүргэлтээр	дүүргэлт-ээр	N-INS;SG	7
дүүргэлт	дүүргэлттэй	дүүргэлт-тэй	N-COM;SG	38
дүүргэлт	дүүргэлтээ	дүүргэлт-ээ	N-VOC;SG	11
хангалт	хангалтын	хангалт-ын	N-GEN;SG	417
хангалт	хангалтыг	хангалт-ыг	N-ACC;SG	418
хангалт	хангалтаас	хангалт-аас	N-ABL;SG	14
хангалт	хангалтаар	хангалт-аар	N-INS;SG	40
хангалт	хангалттай	хангалт-тай	N-COM;SG	28780
хангалт	хангалтаа	хангалт-аа	N-VOC;SG	15
гэмтэл	гэмтэлд	гэмтэл-д	N-DAT;SG	365
гэмтэл	гэмтэлтэй	гэмтэл-тэй	N-COM;SG	801
утга	утгад	утга-д	N-DAT;SG	98
утга	утгатай	утга-тай	N-COM;SG	9734
бээлий	бээлийд	бээлий-д	N-DAT;SG	1
бээлий	бээлийтэй	бээлий-тэй	N-COM;SG	73
шийд	шийдийн	шийд-ийн	N-GEN;SG	19
шийд	шийдийг	шийд-ийг	N-ACC;SG	121
шийд	шийдээс	шийд-ээс	N-ABL;SG	1
шийд	шийдээр	шийд-ээр	N-INS;SG	5
шийд	шийдтэй	шийд-тэй	N-COM;SG	54
шийд	шийдээ	шийд-ээ	N-VOC;SG	181
хулгана	хулганад	хулгана-д	N-DAT;SG	83
хулгана	хулганатай	хулгана-тай	N-COM;SG	49
ховил	ховилын	ховил-ын	N-GEN;SG	36
ховил	ховилд	ховил-д	N-DAT;SG	17
ховил	ховилыг	ховил-ыг	N-ACC;SG	25
ховил	ховилоос	ховил-оос	N-ABL;SG	1
ховил	ховилоор	ховил-оор	N-INS;SG	5
ховил	ховилтой	ховил-той	N-COM;SG	34
ховил	ховилоо	ховил-оо	N-VOC;SG	1
сургаал	сургаалын	сургаал-ын	N-GEN;SG	472
сургаал	сургаалд	сургаал-д	N-DAT;SG	360
сургаал	сургаалыг	сургаал-ыг	N-ACC;SG	1125
сургаал	сургаалаас	сургаал-аас	N-ABL;SG	240
сургаал	сургаалаар	сургаал-аар	N-INS;SG	120
сургаал	сургаалтай	сургаал-тай	N-COM;SG	77
сургаал	сургаалаа	сургаал-аа	N-VOC;SG	198
сургамж	сургамжийн	сургамж-ийн	N-GEN;SG	106
сургамж	сургамжийг	сургамж-ийг	N-ACC;SG	416
сургамж	сургамжаас	сургамж-аас	N-ABL;SG	103
сургамж	сургамжаар	сургамж-аар	N-INS;SG	17
сургамж	сургамжтай	сургамж-тай	N-COM;SG	645
сургамж	сургамжаа	сургамж-аа	N-VOC;SG	168
дасгал	дасгалын	дасгал-ын	N-GEN;SG	1272
дасгал	дасгалд	дасгал-д	N-DAT;SG	364
дасгал	дасгалыг	дасгал-ыг	N-ACC;SG	2091
дасгал	дасгалаас	дасгал-аас	N-ABL;SG	97
дасгал	дасгалаар	дасгал-аар	N-INS;SG	160
дасгал	дасгалтай	дасгал-тай	N-COM;SG	83
дасгал	дасгалаа	дасгал-аа	N-VOC;SG	559
алуурчин	алуурчинд	алуурчин-д	N-DAT;SG	68
алуурчин	алуурчинтай	алуурчин-тай	N-COM;SG	53
дадал	дадалд	дадал-д	N-DAT;SG	250
дадал	дадалтай	дадал-тай	N-COM;SG	396
зуршил	зуршилд	зуршил-д	N-DAT;SG	263
зуршил	зуршилтай	зуршил-тай	N-COM;SG	1270
захиргаа	захиргааг	захиргаа-г	N-ACC;SG	768
захиргаа	захиргаатай	захиргаа-тай	N-COM;SG	574
яам	яамыг	яам-ыг	N-ACC;SG	1564
яам	яамаар	яам-аар	N-INS;SG	607
яам	яамтай	яам-тай	N-COM;SG	2950
яам	яамаа	яам-аа	N-VOC;SG	391
төгсөгч	төгсөгчийн	төгсөгч-ийн	N-GEN;SG	441
төгсөгч	төгсөгчийг	төгсөгч-ийг	N-ACC;SG	136
төгсөгч	төгсөгчөөс	төгсөгч-өөс	N-ABL;SG	21
төгсөгч	төгсөгчөөр	төгсөгч-өөр	N-INS;SG	12
төгсөгч	төгсөгчтэй	төгсөгч-тэй	N-COM;SG	30
төгсөгч	төгсөгчөө	төгсөгч-өө	N-VOC;SG	18
тэврэлт	тэврэлтийн	тэврэлт-ийн	N-GEN;SG	31
тэврэлт	тэврэлтийг	тэврэлт-ийг	N-ACC;SG	30
тэврэлт	тэврэлтээс	тэврэлт-ээс	N-ABL;SG	43
тэврэлт	тэврэлтээр	тэврэлт-ээр	N-INS;SG	22
тэврэлт	тэврэлттэй	тэврэлт-тэй	N-COM;SG	2
тэврэлт	тэврэлтээ	тэврэлт-ээ	N-VOC;SG	4
кино	киног	кино-г	N-ACC;SG	9334
кино	кинотой	кино-той	N-COM;SG	281
мөлжлөг	мөлжлөгийн	мөлжлөг-ийн	N-GEN;SG	273
мөлжлөг	мөлжлөгт	мөлжлөг-т	N-DAT;SG	187
мөлжлөг	мөлжлөгийг	мөлжлөг-ийг	N-ACC;SG	118
мөлжлөг	мөлжлөгөөс	мөлжлөг-өөс	N-ABL;SG	153
мөлжлөг	мөлжлөгөөр	мөлжлөг-өөр	N-INS;SG	4
мөлжлөг	мөлжлөгтэй	мөлжлөг-тэй	N-COM;SG	9
мөлжлөг	мөлжлөгөө	мөлжлөг-өө	N-VOC;SG	7
дүрслэл	дүрслэлийн	дүрслэл-ийн	N-GEN;SG	273
дүрслэл	дүрслэлд	дүрслэл-д	N-DAT;SG	69
дүрслэл	дүрслэлийг	дүрслэл-ийг	N-ACC;SG	427
дүрслэл	дүрслэлээс	дүрслэл-ээс	N-ABL;SG	39
дүрслэл	дүрслэлээр	дүрслэл-ээр	N-INS;SG	156
дүрслэл	дүрслэлтэй	дүрслэл-тэй	N-COM;SG	169
дүрслэл	дүрслэлээ	дүрслэл-ээ	N-VOC;SG	19
график	графикийн	график-ийн	N-GEN;SG	736
график	графикт	график-т	N-DAT;SG	314
график	графикийг	график-ийг	N-ACC;SG	209
график	графикаас	график-аас	N-ABL;SG	181
график	графикаар	график-аар	N-INS;SG	273
график	графиктай	график-тай	N-COM;SG	62
график	графикаа	график-аа	N-VOC;SG	32
булш	булшийг	булш-ийг	N-ACC;SG	410
булш	булшаар	булш-аар	N-INS;SG	7
булш	булштай	булш-тай	N-COM;SG	29
булш	булшаа	булш-аа	N-VOC;SG	9
тавиур	тавиурын	тавиур-ын	N-GEN;SG	74
тавиур	тавиурт	тавиур-т	N-DAT;SG	63
тавиур	тавиурыг	тавиур-ыг	N-ACC;SG	88
тавиур	тавиураас	тавиур-аас	N-ABL;SG	23
тавиур	тавиураар	тавиур-аар	N-INS;SG	35
тавиур	тавиуртай	тавиур-тай	N-COM;SG	110
тавиур	тавиураа	тавиур-аа	N-VOC;SG	19
мэдээ	мэдээг	мэдээ-г	N-ACC;SG	11356
мэдээ	мэдээтэй	мэдээ-тэй	N-COM;SG	703
хүндэтгэл	хүндэтгэлийн	хүндэтгэл-ийн	N-GEN;SG	6961
хүндэтгэл	хүндэтгэлд	хүндэтгэл-д	N-DAT;SG	73
хүндэтгэл	хүндэтгэлийг	хүндэтгэл-ийг	N-ACC;SG	1258
хүндэтгэл	хүндэтгэлээс	хүндэтгэл-ээс	N-ABL;SG	11
хүндэтгэл	хүндэтгэлээр	хүндэтгэл-ээр	N-INS;SG	26
хүндэтгэл	хүндэтгэлтэй	хүндэтгэл-тэй	N-COM;SG	3247
хүндэтгэл	хүндэтгэлээ	хүндэтгэл-ээ	N-VOC;SG	180
хөрш	хөршийн	хөрш-ийн	N-GEN;SG	4472
хөрш	хөршийг	хөрш-ийг	N-ACC;SG	234
хөрш	хөршөөс	хөрш-өөс	N-ABL;SG	816
хөрш	хөршөөр	хөрш-өөр	N-INS;SG	56
хөрш	хөрштэй	хөрш-тэй	N-COM;SG	617
хөрш	хөршөө	хөрш-өө	N-VOC;SG	398
тээрэм	тээрэмд	тээрэм-д	N-DAT;SG	46
тээрэм	тээрэмтэй	тээрэм-тэй	N-COM;SG	22
хөгжил	хөгжилд	хөгжил-д	N-DAT;SG	19704
хөгжил	хөгжилтэй	хөгжил-тэй	N-COM;SG	18084
зугаа	зугааг	зугаа-г	N-ACC;SG	39
зугаа	зугаатай	зугаа-тай	N-COM;SG	2236
сонирхол	сонирхолд	сонирхол-д	N-DAT;SG	3421
сонирхол	сонирхолтой	сонирхол-той	N-COM;SG	54397
наадгай	наадгайн	наадгай-н	N-GEN;SG	173
наадгай	наадгайд	наадгай-д	N-DAT;SG	19
наадгай	наадгайг	наадгай-г	N-ACC;SG	116
наадгай	наадгайтай	наадгай-тай	N-COM;SG	27
гадарга	гадаргад	гадарга-д	N-DAT;SG	116
гадарга	гадаргатай	гадарга-тай	N-COM;SG	71
гимнастик	гимнастикийн	гимнастик-ийн	N-GEN;SG	982
гимнастик	гимнастикт	гимнастик-т	N-DAT;SG	29
гимнастик	гимнастикийг	гимнастик-ийг	N-ACC;SG	12
гимнастик	гимнастикаас	гимнастик-аас	N-ABL;SG	3
гимнастик	гимнастикаар	гимнастик-аар	N-INS;SG	70
гимнастик	гимнастиктай	гимнастик-тай	N-COM;SG	6
гимнастик	гимнастикаа	гимнастик-аа	N-VOC;SG	15
карт	картын	карт-ын	N-GEN;SG	3181
карт	картыг	карт-ыг	N-ACC;SG	2333
карт	картаас	карт-аас	N-ABL;SG	79
карт	картаар	карт-аар	N-INS;SG	1705
карт	карттай	карт-тай	N-COM;SG	682
карт	картаа	карт-аа	N-VOC;SG	1256
мэдэгдэл	мэдэгдэлд	мэдэгдэл-д	N-DAT;SG	2822
мэдэгдэл	мэдэгдэлтэй	мэдэгдэл-тэй	N-COM;SG	223
гитар	гитарын	гитар-ын	N-GEN;SG	226
гитар	гитарт	гитар-т	N-DAT;SG	8
гитар	гитарыг	гитар-ыг	N-ACC;SG	69
гитар	гитараас	гитар-аас	N-ABL;SG	10
гитар	гитараар	гитар-аар	N-INS;SG	25
гитар	гитартай	гитар-тай	N-COM;SG	113
гитар	гитараа	гитар-аа	N-VOC;SG	89
хуурай	хуурайн	хуурай-н	N-GEN;SG	38
хуурай	хуурайд	хуурай-д	N-DAT;SG	4
хуурай	хуурайг	хуурай-г	N-ACC;SG	8
хуурай	хуурайтай	хуурай-тай	N-COM;SG	1
гох	гохыг	гох-ыг	N-ACC;SG	21
гох	гохоор	гох-оор	N-INS;SG	5
гох	гохтой	гох-той	N-COM;SG	1
гох	гохоо	гох-оо	N-VOC;SG	31
бут	бутыг	бут-ыг	N-ACC;SG	150
бут	бутаар	бут-аар	N-INS;SG	13
бут	буттай	бут-тай	N-COM;SG	29
бут	бутаа	бут-аа	N-VOC;SG	26
иш	ишийн	иш-ийн	N-GEN;SG	1
иш	ишийг	иш-ийг	N-ACC;SG	130
иш	ишээс	иш-ээс	N-ABL;SG	1
иш	ишээр	иш-ээр	N-INS;SG	33
иш	иштэй	иш-тэй	N-COM;SG	164
иш	ишээ	иш-ээ	N-VOC;SG	31
шилбэ	шилбэтэй	шилбэ-тэй	N-COM;SG	29
гашуудал	гашуудалд	гашуудал-д	N-DAT;SG	24
гашуудал	гашуудалтай	гашуудал-тай	N-COM;SG	31
эмгэнэл	эмгэнэлийн	эмгэнэл-ийн	N-GEN;SG	222
эмгэнэл	эмгэнэлд	эмгэнэл-д	N-DAT;SG	66
эмгэнэл	эмгэнэлийг	эмгэнэл-ийг	N-ACC;SG	76
эмгэнэл	эмгэнэлээс	эмгэнэл-ээс	N-ABL;SG	13
эмгэнэл	эмгэнэлээр	эмгэнэл-ээр	N-INS;SG	12
эмгэнэл	эмгэнэлтэй	эмгэнэл-тэй	N-COM;SG	1584
эмгэнэл	эмгэнэлээ	эмгэнэл-ээ	N-VOC;SG	26
мэдээлэл	мэдээлэлд	мэдээлэл-д	N-DAT;SG	7300
мэдээлэл	мэдээлэлтэй	мэдээлэл-тэй	N-COM;SG	5708
давталт	давталтын	давталт-ын	N-GEN;SG	111
давталт	давталтыг	давталт-ыг	N-ACC;SG	43
давталт	давталтаас	давталт-аас	N-ABL;SG	13
давталт	давталтаар	давталт-аар	N-INS;SG	33
давталт	давталттай	давталт-тай	N-COM;SG	112
давталт	давталтаа	давталт-аа	N-VOC;SG	1
дахилт	дахилтын	дахилт-ын	N-GEN;SG	18
дахилт	дахилтыг	дахилт-ыг	N-ACC;SG	38
дахилт	дахилтаас	дахилт-аас	N-ABL;SG	4
дахилт	дахилтаар	дахилт-аар	N-INS;SG	1
дахилт	дахилттай	дахилт-тай	N-COM;SG	37
дахилт	дахилтаа	дахилт-аа	N-VOC;SG	5
гэлэнмаа	гэлэнмаад	гэлэнмаа-д	N-DAT;SG	2
гэлэнмаа	гэлэнмааг	гэлэнмаа-г	N-ACC;SG	12
гэлэнмаа	гэлэнмаатай	гэлэнмаа-тай	N-COM;SG	3
бокс	боксын	бокс-ын	N-GEN;SG	3453
бокс	бокст	бокс-т	N-DAT;SG	114
бокс	боксыг	бокс-ыг	N-ACC;SG	68
бокс	боксоос	бокс-оос	N-ABL;SG	29
бокс	боксоор	бокс-оор	N-INS;SG	210
бокс	бокстой	бокс-той	N-COM;SG	3
бокс	боксоо	бокс-оо	N-VOC;SG	12
үс	үсийг	үс-ийг	N-ACC;SG	2083
үс	үсээр	үс-ээр	N-INS;SG	165
үс	үстэй	үс-тэй	N-COM;SG	7044
үс	үсээ	үс-ээ	N-VOC;SG	4254
хянагч	хянагчийн	хянагч-ийн	N-GEN;SG	61
хянагч	хянагчийг	хянагч-ийг	N-ACC;SG	14
хянагч	хянагчаас	хянагч-аас	N-ABL;SG	5
хянагч	хянагчаар	хянагч-аар	N-INS;SG	58
хянагч	хянагчтай	хянагч-тай	N-COM;SG	20
хянагч	хянагчаа	хянагч-аа	N-VOC;SG	1
ажиглагч	ажиглагчийн	ажиглагч-ийн	N-GEN;SG	509
ажиглагч	ажиглагчийг	ажиглагч-ийг	N-ACC;SG	47
ажиглагч	ажиглагчаас	ажиглагч-аас	N-ABL;SG	10
ажиглагч	ажиглагчаар	ажиглагч-аар	N-INS;SG	572
ажиглагч	ажиглагчтай	ажиглагч-тай	N-COM;SG	15
ажиглагч	ажиглагчаа	ажиглагч-аа	N-VOC;SG	8
судлагч	судлагчийн	судлагч-ийн	N-GEN;SG	5
судлагч	судлагчийг	судлагч-ийг	N-ACC;SG	1
судлагч	судлагчаас	судлагч-аас	N-ABL;SG	1
судлагч	судлагчаар	судлагч-аар	N-INS;SG	5
судлагч	судлагчтай	судлагч-тай	N-COM;SG	1
судлагч	судлагчаа	судлагч-аа	N-VOC;SG	1
бичилт	бичилтийн	бичилт-ийн	N-GEN;SG	179
бичилт	бичилтийг	бичилт-ийг	N-ACC;SG	198
бичилт	бичилтээс	бичилт-ээс	N-ABL;SG	7
бичилт	бичилтээр	бичилт-ээр	N-INS;SG	15
бичилт	бичилттэй	бичилт-тэй	N-COM;SG	22
бичилт	бичилтээ	бичилт-ээ	N-VOC;SG	10
баримт	баримтын	баримт-ын	N-GEN;SG	6121
баримт	баримтыг	баримт-ыг	N-ACC;SG	12859
баримт	баримтаас	баримт-аас	N-ABL;SG	1286
баримт	баримтаар	баримт-аар	N-INS;SG	3255
баримт	баримттай	баримт-тай	N-COM;SG	2013
баримт	баримтаа	баримт-аа	N-VOC;SG	3561
сэжүүр	сэжүүрийн	сэжүүр-ийн	N-GEN;SG	8
сэжүүр	сэжүүрт	сэжүүр-т	N-DAT;SG	9
сэжүүр	сэжүүрийг	сэжүүр-ийг	N-ACC;SG	73
